client,cohort,value
c1368,0,39
c1369,0,44
c1370,0,8
c1371,0,18
c1372,0,12
c1373,0,3
c1374,0,14
c1375,0,5
c1376,0,10
c1377,0,14
c1378,0,37
c1379,0,5
c1380,0,1
c1381,0,45
c1382,0,40
c1383,0,49
c1384,0,32
c1385,0,9
c1386,0,17
c1387,0,5
c1388,0,16
c1389,0,90
c1390,0,29
c1391,0,17
c1392,0,21
c1393,0,12
c1394,0,35
c1395,0,3
c1396,0,6
c1397,0,3
c1398,0,10
c1399,0,21
c1400,0,7
c1401,0,27
c1402,0,23
c1403,0,19
c1404,0,14
c1405,0,58
c1406,0,75
c1407,0,51
c1408,0,21
c1409,0,24
c1410,0,38
c1411,0,3
c1412,0,4
c1413,0,13
c1414,0,7
c1415,0,12
c1416,0,6
c1417,0,14
c1418,0,18
c1419,0,37
c1420,0,11
c1421,0,21
c1422,0,14
c1423,0,24
c1424,0,20
c1425,0,11
c1426,0,64
c1427,0,53
c1428,0,17
c1429,0,3
c1430,0,43
c1431,0,12
c1432,0,15
c1433,0,30
c1434,0,16
c1435,0,12
c1436,0,14
c1437,0,12
c1438,0,11
c1439,0,23
c1440,0,3
c1441,0,14
c1442,0,56
c1443,0,36
c1444,0,23
c1445,0,17
c1446,0,61
c1447,0,5
c1448,0,25
c1449,0,5
c1450,0,16
c1451,0,5
c1452,0,65
c1453,0,25
c1454,0,11
c1455,0,7
c1456,0,13
c1457,0,6
c1458,0,12
c1459,0,1
c1460,0,6
c1461,0,2
c1462,0,16
c1463,0,25
c1464,0,29
c1465,0,12
c1466,0,38
c1467,0,8
c1468,0,3
c1469,0,17
c1470,0,18
c1471,0,38
c1472,0,2
c1473,0,7
c1474,0,33
c1475,0,23
c1476,0,2
c1477,0,6
c1478,0,25
c1479,0,3
c1480,0,29
c1481,0,11
c1482,0,21
c1483,0,15
c1484,0,71
c1485,0,28
c1486,0,5
c1487,0,3
c1488,0,18
c1489,0,6
c1490,0,27
c1491,0,18
c1492,0,44
c1493,0,27
c1494,0,8
c1495,0,2
c1496,0,31
c1497,0,22
c1498,0,49
c1499,0,12
c1500,0,24
c1501,0,3
c1502,0,15
c1503,0,36
c1504,0,29
c1505,0,37
c1506,0,32
c1507,0,38
c1508,0,15
c1509,0,14
c1510,0,3
c1511,0,26
c1512,0,5
c1513,0,6
c1514,0,18
c1515,0,25
c1516,0,2
c1517,0,42
c1518,0,26
c1519,0,17
c1520,0,21
c1521,0,2
c1522,0,13
c1523,0,11
c1524,0,11
c1525,0,4
c1526,0,5
c1527,0,9
c1528,0,7
c1529,0,2
c1530,0,16
c1531,0,8
c1532,0,1
c1533,0,32
c1534,0,6
c1535,0,13
c1536,0,15
c1537,0,68
c1538,0,46
c1539,0,5
c1540,0,17
c1541,0,8
c1542,0,16
c1543,0,2
c1544,0,6
c1545,0,13
c1546,0,24
c1547,0,12
c1548,0,4
c1549,0,1
c1550,0,15
c1551,0,64
c1552,0,2
c1553,0,9
c1554,0,2
c1555,0,39
c1556,0,30
c1557,0,46
c1558,0,21
c1559,0,13
c1560,0,71
c1561,0,27
c1562,0,3
c1563,0,63
c1564,0,10
c1565,0,1
c1566,0,17
c1567,0,15
c1568,0,28
c1569,0,1
c1570,0,16
c1571,0,10
c1572,0,3
c1573,0,1
c1574,0,3
c1575,0,7
c1576,0,36
c1577,0,62
c1578,0,47
c1579,0,58
c1580,0,7
c1581,0,18
c1582,0,7
c1583,0,39
c1584,0,72
c1585,0,30
c1586,0,15
c1587,0,46
c1588,0,1
c1589,0,14
c1590,0,16
c1591,0,27
c1592,0,14
c1593,0,41
c1594,0,40
c1595,0,17
c1596,0,35
c1597,0,3
c1598,0,7
c1599,0,27
c1600,0,33
c1601,0,35
c1602,0,36
c1603,0,4
c1604,0,4
c1605,0,30
c1606,0,4
c1607,0,46
c1608,0,7
c1609,0,5
c1610,0,2
c1611,0,21
c1612,0,25
c1613,0,4
c1614,0,3
c1615,0,9
c1616,0,1
c1617,0,11
c1618,0,44
c1619,0,21
c1620,0,26
c1621,0,8
c1622,0,35
c1623,0,3
c1624,0,1
c1625,0,10
c1626,0,21
c1627,0,26
c1628,0,14
c1629,0,17
c1630,0,10
c1631,0,1
c1632,0,15
c1633,0,20
c1634,0,8
c1635,0,95
c1636,0,31
c1637,0,56
c1638,0,6
c1639,0,20
c1640,0,23
c1641,0,46
c1642,0,8
c1643,0,1
c1644,0,8
c1645,0,6
c1646,0,3
c1647,0,19
c1648,0,23
c1649,0,6
c1650,0,3
c1651,0,15
c1652,0,1
c1653,0,3
c1654,0,8
c1655,0,60
c1656,0,45
c1657,0,11
c1658,0,1
c1659,0,85
c1660,0,14
c1661,0,9
c1662,0,19
c1663,0,12
c1664,0,82
c1665,0,11
c1666,0,15
c1667,0,2
c1668,0,29
c1669,0,2
c1670,0,22
c1671,0,14
c1672,0,7
c1673,0,24
c1674,0,10
c1675,0,18
c1676,0,34
c1677,0,6
c1678,0,39
c1679,0,21
c1680,0,14
c1681,0,9
c1682,0,2
c1683,0,39
c1684,0,38
c1685,0,11
c1686,0,16
c1687,0,44
c1688,0,42
c1689,0,36
c1690,0,26
c1691,0,6
c1692,0,14
c1693,0,26
c1694,0,24
c1695,0,26
c1696,0,20
c1697,0,12
c1698,0,16
c1699,0,14
c1700,0,17
c1701,0,7
c1702,0,1
c1703,0,37
c1704,0,13
c1705,0,30
c1706,0,8
c1707,0,22
c1708,0,11
c1709,0,19
c1710,0,12
c1711,0,11
c1712,0,68
c1713,0,9
c1714,0,34
c1715,0,35
c1716,0,20
c1717,0,22
c1718,0,8
c1719,0,30
c1720,0,5
c1721,0,11
c1722,0,5
c1723,0,1
c1724,0,17
c1725,0,31
c1726,0,32
c1727,0,2
c1728,0,40
c1729,0,21
c1730,0,1
c1731,0,2
c1732,0,44
c1733,0,20
c1734,0,17
c1735,0,17
c1736,0,20
c1737,0,14
c1738,0,70
c1739,0,20
c1740,0,10
c1741,0,5
c1742,0,13
c1743,0,12
c1744,0,48
c1745,0,2
c1746,0,76
c1747,0,3
c1748,0,11
c1749,0,9
c1750,0,9
c1751,0,22
c1752,0,14
c1753,0,1
c1754,0,3
c1755,0,54
c1756,0,17
c1757,0,8
c1758,0,15
c1759,0,5
c1760,0,9
c1761,0,19
c1762,0,4
c1763,0,6
c1764,0,2
c1765,0,16
c1766,0,13
c1767,0,45
c1768,0,3
c1769,0,12
c1770,0,9
c1771,0,67
c1772,0,29
c1773,0,8
c1774,0,28
c1775,0,11
c1776,0,2
c1777,0,28
c1778,0,44
c1779,0,12
c1780,0,11
c1781,0,3
c1782,0,7
c1783,0,1
c1784,0,23
c1785,0,11
c1786,0,21
c1787,0,97
c1788,0,15
c1789,0,23
c1790,0,5
c1791,0,11
c1792,0,25
c1793,0,30
c1794,0,29
c1795,0,16
c1796,0,12
c1797,0,9
c1798,0,4
c1799,0,38
c1800,0,37
c1801,0,22
c1802,0,8
c1803,0,62
c1804,0,17
c1805,0,25
c1806,0,5
c1807,0,29
c1808,0,3
c1809,0,29
c1810,0,14
c1811,0,14
c1812,0,11
c1813,0,7
c1814,0,20
c1815,0,2
c1816,0,14
c1817,0,32
c1818,0,95
c1819,0,40
c1820,0,17
c1821,0,2
c1822,0,35
c1823,0,45
c1824,0,3
c1825,0,71
c1826,0,5
c1827,0,4
c1828,0,18
c1829,0,12
c1830,0,1
c1831,0,40
c1832,0,42
c1833,0,6
c1834,0,20
c1835,0,41
c1836,0,12
c1837,0,9
c1838,0,8
c1839,0,27
c1840,0,9
c1841,0,18
c1842,0,1
c1843,0,26
c1844,0,1
c1845,0,25
c1846,0,18
c1847,0,15
c1848,0,13
c1849,0,36
c1850,0,19
c1851,0,30
c1852,0,20
c1853,0,3
c1854,0,20
c1855,0,2
c1856,0,1
c1857,0,11
c1858,0,5
c1859,0,14
c1860,0,3
c1861,0,35
c1862,0,13
c1863,0,7
c1864,0,15
c1865,0,15
c1866,0,51
c1867,0,4
c1868,0,11
c1869,0,9
c1870,0,4
c1871,0,50
c1872,0,34
