client,cohort,value
c573,0,40
c574,0,4
c575,0,2
c576,0,39
c577,0,48
c578,0,74
c579,0,58
c580,0,12
c581,0,42
c582,0,1
c583,0,8
c584,0,17
c585,0,19
c586,0,13
c587,0,5
c588,0,8
c589,0,5
c590,0,2
c591,0,5
c592,0,86
c593,0,59
c594,0,22
c595,0,91
c596,0,11
c597,0,45
c598,0,14
c599,0,11
c600,0,6
c601,0,4
c602,0,38
c603,0,2
c604,0,9
c605,0,24
c606,0,4
c607,0,30
c608,0,20
c609,0,3
c610,0,10
c611,0,12
c612,0,17
c613,0,26
c614,0,10
c615,0,25
c616,0,16
c617,0,16
c618,0,11
c619,0,2
c620,0,38
c621,0,5
c622,0,45
c623,0,3
c624,0,3
c625,0,8
c626,0,22
c627,0,2
c628,0,5
c629,0,30
c630,0,10
c631,0,6
c632,0,10
c633,0,93
c634,0,9
c635,0,33
c636,0,41
c637,0,4
c638,0,8
c639,0,10
c640,0,23
c641,0,20
c642,0,70
c643,0,2
c644,0,21
c645,0,2
c646,0,10
c647,0,4
c648,0,22
c649,0,23
c650,0,42
c651,0,13
c652,0,39
c653,0,45
c654,0,79
c655,0,5
c656,0,12
c657,0,10
c658,0,30
c659,0,19
c660,0,1
c661,0,78
c662,0,46
c663,0,18
c664,0,17
c665,0,3
c666,0,56
c667,0,6
c668,0,40
c669,0,61
c670,0,7
c671,0,27
c672,0,38
c673,0,19
c674,0,6
c675,0,15
c676,0,9
c677,0,14
c678,0,35
c679,0,7
c680,0,4
c681,0,11
c682,0,7
c683,0,4
c684,0,11
c685,0,11
c686,0,23
c687,0,1
c688,0,17
c689,0,42
c690,0,34
c691,0,7
c692,0,24
c693,0,29
c694,0,21
c695,0,42
c696,0,12
c697,0,9
c698,0,81
c699,0,10
c700,0,21
c701,0,22
c702,0,7
c703,0,10
c704,0,6
c705,0,5
c706,0,16
c707,0,8
c708,0,5
c709,0,31
c710,0,24
c711,0,11
c712,0,9
c713,0,3
c714,0,8
c715,0,28
c716,0,16
c717,0,7
c718,0,18
c719,0,15
c720,0,16
c721,0,32
c722,0,23
c723,0,28
c724,0,2
c725,0,19
c726,0,23
c727,0,27
c728,0,21
c729,0,3
c730,0,10
c731,0,27
c732,0,9
c733,0,27
c734,0,25
c735,0,7
c736,0,16
c737,0,22
c738,0,5
c739,0,18
c740,0,18
c741,0,5
c742,0,1
c743,0,4
c744,0,18
c745,0,3
c746,0,3
c747,0,4
c748,0,3
c749,0,12
c750,0,27
c751,0,1
c752,0,26
c753,0,2
c754,0,6
c755,0,6
c756,0,11
c757,0,3
c758,0,8
c759,0,25
c760,0,8
c761,0,5
c762,0,3
c763,0,8
c764,0,11
c765,0,8
c766,0,12
c767,0,19
c768,0,1
c769,0,30
c770,0,10
c771,0,20
c772,0,20
c773,0,4
c774,0,14
c775,0,14
c776,0,10
c777,0,5
c778,0,19
c779,0,1
c780,0,42
c781,0,19
c782,0,13
c783,0,11
c784,0,10
c785,0,28
c786,0,2
c787,0,17
c788,0,6
c789,0,4
c790,0,47
c791,0,31
c792,0,12
c793,0,3
c794,0,3
c795,0,71
c796,0,53
c797,0,73
c798,0,25
c799,0,8
c800,0,57
c801,0,56
c802,0,1
c803,0,67
c804,0,12
c805,0,24
c806,0,11
c807,0,3
c808,0,3
c809,0,3
c810,0,13
c811,0,44
c812,0,22
c813,0,13
c814,0,9
c815,0,21
c816,0,2
c817,0,2
c818,0,9
c819,0,36
c820,0,3
c821,0,32
c822,0,40
c823,0,61
c824,0,9
c825,0,13
c826,0,5
c827,0,32
c828,0,31
c829,0,25
c830,0,5
c831,0,2
c832,0,23
c833,0,9
c834,0,32
c835,0,7
c836,0,4
c837,0,17
c838,0,17
c839,0,40
c840,0,2
c841,0,5
c842,0,75
c843,0,2
c844,0,13
c845,0,6
c846,0,9
c847,0,86
c848,0,35
c849,0,60
c850,0,5
c851,0,4
c852,0,19
c853,0,7
c854,0,14
c855,0,16
c856,0,13
c857,0,29
c858,0,6
c859,0,5
c860,0,9
c861,0,32
c862,0,32
c863,0,37
c864,0,13
c865,0,4
c866,0,24
c867,0,25
c868,0,6
c869,0,2
c870,0,22
c871,0,20
c872,0,38
c873,0,10
c874,0,9
c875,0,5
c876,0,4
c877,0,1
c878,0,18
c879,0,62
c880,0,31
c881,0,4
c882,0,12
c883,0,29
c884,0,83
c885,0,48
c886,0,12
c887,0,14
c888,0,11
c889,0,10
c890,0,10
c891,0,31
c892,0,23
c893,0,61
c894,0,25
c895,0,3
c896,0,26
c897,0,15
c898,0,55
c899,0,4
c900,0,33
c901,0,16
c902,0,4
c903,0,7
c904,0,5
c905,0,22
c906,0,7
c907,0,51
c908,0,14
c909,0,45
c910,0,7
c911,0,12
c912,0,2
c913,0,31
c914,0,9
c915,0,13
c916,0,19
c917,0,36
c918,0,3
c919,0,3
c920,0,31
c921,0,12
c922,0,23
c923,0,19
c924,0,52
c925,0,11
c926,0,53
c927,0,3
c928,0,58
c929,0,2
c930,0,14
c931,0,13
c932,0,68
c933,0,6
c934,0,51
c935,0,5
c936,0,22
c937,0,4
c938,0,4
c939,0,49
c940,0,22
c941,0,7
c942,0,17
c943,0,50
c944,0,49
c945,0,60
c946,0,3
c947,0,4
c948,0,22
c949,0,1
c950,0,46
c951,0,7
c952,0,11
c953,0,31
c954,0,39
c955,0,10
c956,0,12
c957,0,7
c958,0,57
c959,0,52
c960,0,4
c961,0,14
c962,0,30
c963,0,4
c964,0,31
c965,0,1
c966,0,30
c967,0,3
c968,0,59
c969,0,17
c970,0,2
c971,0,11
c972,0,6
c973,0,14
c974,0,29
c975,0,4
c976,0,3
c977,0,15
c978,0,30
c979,0,3
c980,0,2
c981,0,20
c982,0,5
c983,0,5
c984,0,40
c985,0,62
c986,0,19
c987,0,16
c988,0,22
c989,0,43
c990,0,1
c991,0,18
c992,0,6
c993,0,15
c994,0,1
c995,0,16
c996,0,27
c997,0,5
c998,0,4
c999,0,6
c1000,0,13
c1001,0,4
c1002,0,8
c1003,0,12
c1004,0,1
c1005,0,52
c1006,0,2
c1007,0,9
c1008,0,23
c1009,0,41
c1010,0,8
c1011,0,61
c1012,0,22
c1013,0,3
c1014,0,41
c1015,0,29
c1016,0,7
c1017,0,36
c1018,0,15
c1019,0,20
c1020,0,43
c1021,0,11
c1022,0,30
c1023,0,28
c1024,0,3
c1025,0,26
c1026,0,16
c1027,0,26
c1028,0,4
c1029,0,18
c1030,0,5
c1031,0,5
c1032,0,59
c1033,0,27
c1034,0,17
c1035,0,5
c1036,0,6
c1037,0,9
c1038,0,13
c1039,0,10
c1040,0,7
c1041,0,47
c1042,0,8
c1043,0,19
c1044,0,37
c1045,0,5
c1046,0,5
c1047,0,4
c1048,0,1
c1049,0,13
c1050,0,2
c1051,0,16
c1052,0,4
c1053,0,5
c1054,0,27
c1055,0,42
c1056,0,13
c1057,0,33
c1058,0,40
c1059,0,15
c1060,0,16
c1061,0,55
c1062,0,5
c1063,0,52
c1064,0,6
c1065,0,13
c1066,0,41
c1067,0,19
c1068,0,19
c1069,0,48
c1070,0,10
c1071,0,22
c1072,0,17
c1073,0,15
c1074,0,4
c1075,0,13
c1076,0,1
c1077,0,49
c1078,0,14
c1079,0,8
c1080,0,27
c1081,0,23
c1082,0,3
c1083,0,61
c1084,0,40
c1085,0,8
c1086,0,24
c1087,0,25
c1088,0,49
c1089,0,16
c1090,0,30
c1091,0,7
c1092,0,57
c1093,0,24
c1094,0,13
c1095,0,33
c1096,0,2
c1097,0,16
c1098,0,47
c1099,0,14
c1100,0,22
c1101,0,32
c1102,0,8
c1103,0,22
c1104,0,1
c1105,0,31
c1106,0,10
c1107,0,9
c1108,0,6
c1109,0,16
c1110,0,2
c1111,0,11
c1112,0,4
c1113,0,13
c1114,0,17
c1115,0,5
c1116,0,3
c1117,0,7
c1118,0,30
c1119,0,78
c1120,0,22
c1121,0,70
c1122,0,11
c1123,0,10
c1124,0,13
c1125,0,51
c1126,0,24
c1127,0,61
c1128,0,28
c1129,0,16
c1130,0,45
c1131,0,53
c1132,0,42
c1133,0,34
c1134,0,1
c1135,0,14
c1136,0,19
c1137,0,25
c1138,0,67
c1139,0,42
c1140,0,6
c1141,0,19
c1142,0,15
c1143,0,58
c1144,0,10
c1145,0,54
c1146,0,44
c1147,0,18
c1148,0,39
c1149,0,7
c1150,0,13
c1151,0,6
c1152,0,14
c1153,0,4
c1154,0,15
c1155,0,7
c1156,0,15
c1157,0,2
c1158,0,13
c1159,0,41
c1160,0,34
c1161,0,46
c1162,0,16
c1163,0,57
c1164,0,28
c1165,0,3
c1166,0,1
c1167,0,13
c1168,0,25
c1169,0,24
c1170,0,34
c1171,0,15
c1172,0,15
c1173,0,4
c1174,0,2
c1175,0,51
c1176,0,12
c1177,0,10
c1178,0,41
c1179,0,19
c1180,0,1
c1181,0,33
c1182,0,4
c1183,0,25
c1184,0,29
c1185,0,29
c1186,0,60
c1187,0,5
c1188,0,5
c1189,0,6
c1190,0,13
c1191,0,24
c1192,0,12
c1193,0,72
c1194,0,4
c1195,0,47
c1196,0,15
c1197,0,30
c1198,0,22
c1199,0,30
c1200,0,28
c1201,0,6
c1202,0,11
c1203,0,17
c1204,0,4
c1205,0,5
c1206,0,11
c1207,0,1
c1208,0,95
c1209,0,31
c1210,0,50
c1211,0,27
c1212,0,6
c1213,0,10
c1214,0,12
c1215,0,1
c1216,0,38
c1217,0,3
c1218,0,24
c1219,0,2
c1220,0,28
c1221,0,11
c1222,0,67
c1223,0,28
c1224,0,5
c1225,0,9
c1226,0,9
c1227,0,10
c1228,0,10
c1229,0,20
c1230,0,31
c1231,0,47
c1232,0,12
c1233,0,14
c1234,0,1
c1235,0,26
c1236,0,6
c1237,0,24
c1238,0,9
c1239,0,11
c1240,0,22
c1241,0,13
c1242,0,42
c1243,0,4
c1244,0,43
c1245,0,40
c1246,0,17
c1247,0,11
c1248,0,2
c1249,0,35
c1250,0,2
c1251,0,12
c1252,0,39
c1253,0,24
c1254,0,43
c1255,0,8
c1256,0,8
c1257,0,11
c1258,0,19
c1259,0,12
c1260,0,18
c1261,0,36
c1262,0,7
c1263,0,77
c1264,0,9
c1265,0,16
c1266,0,19
c1267,0,12
c1268,0,2
c1269,0,3
c1270,0,17
c1271,0,5
c1272,0,37
c1273,0,21
c1274,0,12
c1275,0,6
c1276,0,6
c1277,0,22
c1278,0,8
c1279,0,15
c1280,0,49
c1281,0,10
c1282,0,1
c1283,0,24
c1284,0,3
c1285,0,28
c1286,0,45
c1287,0,3
c1288,0,11
c1289,0,14
c1290,0,45
c1291,0,23
c1292,0,15
c1293,0,4
c1294,0,1
c1295,0,50
c1296,0,7
c1297,0,23
c1298,0,7
c1299,0,16
c1300,0,28
c1301,0,46
c1302,0,9
c1303,0,26
c1304,0,7
c1305,0,27
c1306,0,22
c1307,0,48
c1308,0,35
c1309,0,7
c1310,0,23
c1311,0,56
c1312,0,8
c1313,0,75
c1314,0,18
c1315,0,4
c1316,0,23
c1317,0,9
c1318,0,8
c1319,0,5
c1320,0,19
c1321,0,4
c1322,0,12
c1323,0,80
c1324,0,16
c1325,0,8
c1326,0,6
c1327,0,29
c1328,0,13
c1329,0,7
c1330,0,6
c1331,0,47
c1332,0,39
c1333,0,2
c1334,0,10
c1335,0,5
c1336,0,42
c1337,0,7
c1338,0,54
c1339,0,42
c1340,0,42
c1341,0,20
c1342,0,16
c1343,0,15
c1344,0,44
c1345,0,36
c1346,0,63
c1347,0,53
c1348,0,20
c1349,0,33
c1350,0,30
c1351,0,9
c1352,0,19
c1353,0,46
c1354,0,3
c1355,0,1
c1356,0,2
c1357,0,4
c1358,0,45
c1359,0,12
c1360,0,67
c1361,0,5
c1362,0,52
c1363,0,3
c1364,0,21
c1365,0,9
c1366,0,43
c1367,0,56
c1368,0,18
c1369,0,37
c1370,0,8
c1371,0,8
c1372,0,37
c1373,0,40
c1374,0,13
c1375,0,8
c1376,0,9
c1377,0,9
c1378,0,17
c1379,0,3
c1380,0,3
c1381,0,4
c1382,0,2
c1383,0,7
c1384,0,65
c1385,0,38
c1386,0,18
c1387,0,14
c1388,0,11
c1389,0,9
c1390,0,26
c1391,0,2
c1392,0,31
c1393,0,6
c1394,0,10
c1395,0,15
c1396,0,8
c1397,0,8
c1398,0,5
c1399,0,14
c1400,0,21
c1401,0,29
c1402,0,15
c1403,0,5
c1404,0,16
c1405,0,20
c1406,0,1
c1407,0,3
c1408,0,6
c1409,0,54
c1410,0,35
c1411,0,50
c1412,0,38
c1413,0,35
c1414,0,28
c1415,0,26
c1416,0,18
c1417,0,53
c1418,0,8
c1419,0,23
c1420,0,12
c1421,0,14
c1422,0,17
c1423,0,4
c1424,0,17
c1425,0,49
c1426,0,53
c1427,0,4
c1428,0,31
c1429,0,41
c1430,0,42
c1431,0,27
c1432,0,6
c1433,0,34
c1434,0,13
c1435,0,19
c1436,0,12
c1437,0,5
c1438,0,31
c1439,0,7
c1440,0,14
c1441,0,44
c1442,0,1
c1443,0,42
c1444,0,12
c1445,0,25
c1446,0,2
c1447,0,20
c1448,0,18
c1449,0,12
c1450,0,20
c1451,0,20
c1452,0,6
c1453,0,9
c1454,0,40
c1455,0,5
c1456,0,56
c1457,0,38
c1458,0,1
c1459,0,3
c1460,0,24
c1461,0,34
c1462,0,33
c1463,0,25
c1464,0,25
c1465,0,4
c1466,0,17
c1467,0,8
c1468,0,8
c1469,0,3
c1470,0,48
c1471,0,14
c1472,0,14
c1473,0,16
c1474,0,20
c1475,0,8
c1476,0,23
c1477,0,1
c1478,0,11
c1479,0,13
c1480,0,5
c1481,0,2
c1482,0,51
c1483,0,1
c1484,0,48
c1485,0,16
c1486,0,1
c1487,0,9
c1488,0,17
c1489,0,17
c1490,0,16
c1491,0,4
c1492,0,30
c1493,0,1
c1494,0,12
c1495,0,13
c1496,0,37
c1497,0,11
c1498,0,87
c1499,0,9
c1500,0,2
c1501,0,16
c1502,0,7
c1503,0,1
c1504,0,17
c1505,0,19
c1506,0,8
c1507,0,8
c1508,0,20
c1509,0,3
c1510,0,12
c1511,0,6
c1512,0,43
c1513,0,10
c1514,0,23
c1515,0,3
c1516,0,15
c1517,0,45
c1518,0,27
c1519,0,4
c1520,0,1
c1521,0,14
c1522,0,10
c1523,0,11
c1524,0,15
c1525,0,39
c1526,0,3
c1527,0,8
c1528,0,11
c1529,0,12
c1530,0,10
c1531,0,1
c1532,0,26
c1533,0,2
c1534,0,10
c1535,0,40
c1536,0,14
c1537,0,35
c1538,0,12
c1539,0,9
c1540,0,74
c1541,0,2
c1542,0,6
c1543,0,18
c1544,0,25
c1545,0,15
c1546,0,29
c1547,0,3
c1548,0,32
c1549,0,5
c1550,0,19
c1551,0,3
c1552,0,2
c1553,0,3
c1554,0,16
c1555,0,1
c1556,0,50
c1557,0,11
c1558,0,2
c1559,0,12
c1560,0,27
c1561,0,4
c1562,0,2
c1563,0,17
c1564,0,10
c1565,0,4
c1566,0,20
c1567,0,23
c1568,0,1
c1569,0,37
c1570,0,12
c1571,0,13
c1572,0,25
c1573,0,1
c1574,0,58
c1575,0,20
c1576,0,28
c1577,0,29
c1578,0,8
c1579,0,3
c1580,0,7
c1581,0,37
c1582,0,6
c1583,0,21
c1584,0,56
c1585,0,1
c1586,0,14
c1587,0,5
c1588,0,11
c1589,0,3
c1590,0,29
c1591,0,21
c1592,0,29
c1593,0,17
c1594,0,31
c1595,0,34
c1596,0,43
c1597,0,21
c1598,0,49
c1599,0,16
c1600,0,5
c1601,0,11
c1602,0,5
c1603,0,18
c1604,0,7
c1605,0,9
c1606,0,24
c1607,0,10
c1608,0,4
c1609,0,51
c1610,0,6
c1611,0,4
c1612,0,25
c1613,0,28
c1614,0,2
c1615,0,49
c1616,0,6
c1617,0,12
c1618,0,23
c1619,0,11
c1620,0,12
c1621,0,9
c1622,0,54
c1623,0,11
c1624,0,27
c1625,0,13
c1626,0,4
c1627,0,35
c1628,0,6
c1629,0,36
c1630,0,24
c1631,0,9
c1632,0,27
c1633,0,18
c1634,0,16
c1635,0,41
c1636,0,2
c1637,0,5
c1638,0,18
c1639,0,12
c1640,0,43
c1641,0,9
c1642,0,3
c1643,0,2
c1644,0,9
c1645,0,13
c1646,0,3
c1647,0,16
c1648,0,13
c1649,0,30
c1650,0,16
c1651,0,10
c1652,0,15
c1653,0,23
c1654,0,58
c1655,0,61
c1656,0,7
c1657,0,13
c1658,0,9
c1659,0,15
c1660,0,34
c1661,0,18
c1662,0,17
c1663,0,3
c1664,0,1
c1665,0,29
c1666,0,9
c1667,0,6
c1668,0,41
c1669,0,4
c1670,0,7
c1671,0,34
c1672,0,4
c1673,0,24
c1674,0,10
c1675,0,9
c1676,0,7
c1677,0,19
c1678,0,65
c1679,0,64
c1680,0,41
c1681,0,26
c1682,0,40
c1683,0,8
c1684,0,24
c1685,0,3
c1686,0,20
c1687,0,10
c1688,0,1
c1689,0,14
c1690,0,28
c1691,0,9
c1692,0,1
c1693,0,2
c1694,0,7
c1695,0,21
c1696,0,15
c1697,0,11
c1698,0,16
c1699,0,40
c1700,0,4
c1701,0,6
c1702,0,17
c1703,0,70
c1704,0,47
c1705,0,73
c1706,0,17
c1707,0,8
c1708,0,11
c1709,0,13
c1710,0,25
c1711,0,8
c1712,0,6
c1713,0,44
c1714,0,65
c1715,0,5
c1716,0,60
c1717,0,33
c1718,0,4
c1719,0,28
c1720,0,7
c1721,0,3
c1722,0,64
c1723,0,2
c1724,0,8
c1725,0,14
c1726,0,39
c1727,0,6
c1728,0,2
c1729,0,32
c1730,0,20
c1731,0,27
c1732,0,32
c1733,0,63
c1734,0,14
c1735,0,10
c1736,0,11
c1737,0,74
c1738,0,16
c1739,0,4
c1740,0,34
c1741,0,29
c1742,0,10
c1743,0,15
c1744,0,73
c1745,0,2
c1746,0,16
c1747,0,7
c1748,0,45
c1749,0,9
c1750,0,8
c1751,0,3
c1752,0,20
c1753,0,14
c1754,0,8
c1755,0,3
c1756,0,13
c1757,0,64
c1758,0,5
c1759,0,4
c1760,0,4
c1761,0,54
c1762,0,8
c1763,0,25
c1764,0,1
c1765,0,7
c1766,0,11
c1767,0,13
c1768,0,38
c1769,0,17
c1770,0,47
c1771,0,1
c1772,0,35
c1773,0,10
c1774,0,6
c1775,0,22
c1776,0,20
c1777,0,32
c1778,0,2
c1779,0,14
c1780,0,10
c1781,0,12
c1782,0,12
c1783,0,45
c1784,0,1
c1785,0,49
c1786,0,2
c1787,0,3
c1788,0,6
c1789,0,15
c1790,0,2
c1791,0,21
c1792,0,64
c1793,0,24
c1794,0,12
c1795,0,5
c1796,0,4
c1797,0,43
c1798,0,17
c1799,0,20
c1800,0,6
c1801,0,29
c1802,0,7
c1803,0,1
c1804,0,87
c1805,0,24
c1806,0,25
c1807,0,28
c1808,0,4
c1809,0,3
c1810,0,13
c1811,0,23
c1812,0,62
c1813,0,68
c1814,0,20
c1815,0,2
c1816,0,8
c1817,0,10
c1818,0,4
c1819,0,4
c1820,0,12
c1821,0,48
c1822,0,8
c1823,0,26
c1824,0,22
c1825,0,22
c1826,0,9
c1827,0,14
c1828,0,3
c1829,0,8
c1830,0,16
c1831,0,40
c1832,0,11
c1833,0,28
c1834,0,47
c1835,0,2
c1836,0,44
c1837,0,8
c1838,0,24
c1839,0,41
c1840,0,3
c1841,0,11
c1842,0,11
c1843,0,29
c1844,0,29
c1845,0,14
c1846,0,14
c1847,0,34
c1848,0,3
c1849,0,28
c1850,0,1
c1851,0,26
c1852,0,29
c1853,0,8
c1854,0,99
c1855,0,5
c1856,0,51
c1857,0,81
c1858,0,36
c1859,0,16
c1860,0,43
c1861,0,37
c1862,0,60
c1863,0,9
c1864,0,28
c1865,0,34
c1866,0,38
c1867,0,5
c1868,0,23
c1869,0,30
c1870,0,5
c1871,0,37
c1872,0,8
