client,cohort,value
c541,0,54
c542,0,25
c543,0,61
c544,0,78
c545,0,75
c546,0,29
c547,0,54
c548,0,40
c549,0,54
c550,0,19
c551,0,60
c552,0,31
c553,0,58
c554,0,55
c555,0,62
c556,0,65
c557,0,52
c558,0,28
c559,0,65
c560,0,78
c561,0,47
c562,0,61
c563,0,20
c564,0,42
c565,0,44
c566,0,33
c567,0,44
c568,0,63
c569,0,63
c570,0,41
c571,0,64
c572,0,34
c573,0,30
c574,0,7
c575,0,34
c576,0,52
c577,0,39
c578,0,61
c579,0,71
c580,0,74
c581,0,41
c582,0,59
c583,0,44
c584,0,29
c585,0,48
c586,0,45
c587,0,69
c588,0,42
c589,0,49
c590,0,68
c591,0,30
c592,0,71
c593,0,28
c594,0,69
c595,0,67
c596,0,45
c597,0,37
c598,0,56
c599,0,46
c600,0,40
c601,0,43
c602,0,52
c603,0,8
c604,0,45
c605,0,38
c606,0,41
c607,0,29
c608,0,58
c609,0,48
c610,0,52
c611,0,40
c612,0,46
c613,0,61
c614,0,56
c615,0,15
c616,0,43
c617,0,33
c618,0,73
c619,0,30
c620,0,40
c621,0,67
c622,0,62
c623,0,58
c624,0,41
c625,0,48
c626,0,37
c627,0,38
c628,0,50
c629,0,63
c630,0,66
c631,0,32
c632,0,55
c633,0,74
c634,0,6
c635,0,73
c636,0,80
c637,0,2
c638,0,67
c639,0,67
c640,0,24
c641,0,38
c642,0,42
c643,0,57
c644,0,48
c645,0,67
c646,0,45
c647,0,65
c648,0,61
c649,0,43
c650,0,44
c651,0,39
c652,0,42
c653,0,54
c654,0,52
c655,0,14
c656,0,32
c657,0,45
c658,0,27
c659,0,50
c660,0,57
c661,0,54
c662,0,60
c663,0,29
c664,0,49
c665,0,65
c666,0,52
c667,0,43
c668,0,33
c669,0,41
c670,0,28
c671,0,34
c672,0,52
c673,0,46
c674,0,83
c675,0,74
c676,0,11
c677,0,87
c678,0,58
c679,0,22
c680,0,78
c681,0,57
c682,0,41
c683,0,51
c684,0,50
c685,0,76
c686,0,38
c687,0,79
c688,0,44
c689,0,38
c690,0,86
c691,0,71
c692,0,30
c693,0,59
c694,0,85
c695,0,53
c696,0,21
c697,0,70
c698,0,37
c699,0,60
c700,0,43
c701,0,23
c702,0,29
c703,0,58
c704,0,22
c705,0,57
c706,0,77
c707,0,47
c708,0,43
c709,0,32
c710,0,37
c711,0,54
c712,0,47
c713,0,27
c714,0,32
c715,0,33
c716,0,47
c717,0,56
c718,0,47
c719,0,26
c720,0,57
c721,0,53
c722,0,61
c723,0,46
c724,0,74
c725,0,39
c726,0,39
c727,0,30
c728,0,47
c729,0,82
c730,0,37
c731,0,56
c732,0,21
c733,0,53
c734,0,47
c735,0,65
c736,0,63
c737,0,50
c738,0,44
c739,0,27
c740,0,36
c741,0,70
c742,0,32
c743,0,74
c744,0,45
c745,0,68
c746,0,60
c747,0,62
c748,0,49
c749,0,54
c750,0,46
c751,0,57
c752,0,40
c753,0,78
c754,0,70
c755,0,31
c756,0,61
c757,0,57
c758,0,56
c759,0,62
c760,0,16
c761,0,43
c762,0,70
c763,0,27
c764,0,14
c765,0,35
c766,0,38
c767,0,53
c768,0,60
c769,0,51
c770,0,16
c771,0,42
c772,0,68
c773,0,48
c774,0,90
c775,0,69
c776,0,58
c777,0,54
c778,0,41
c779,0,18
c780,0,75
c781,0,52
c782,0,66
c783,0,26
c784,0,55
c785,0,31
c786,0,61
c787,0,59
c788,0,40
c789,0,35
c790,0,46
c791,0,57
c792,0,54
c793,0,47
c794,0,74
c795,0,48
c796,0,28
c797,0,52
c798,0,48
c799,0,59
c800,0,59
c801,0,31
c802,0,67
c803,0,24
c804,0,86
c805,0,53
c806,0,54
c807,0,68
c808,0,37
c809,0,25
c810,0,57
c811,0,54
c812,0,49
c813,0,58
c814,0,53
c815,0,60
c816,0,67
c817,0,69
c818,0,28
c819,0,40
c820,0,80
c821,0,35
c822,0,67
c823,0,46
c824,0,56
c825,0,86
c826,0,43
c827,0,29
c828,0,64
c829,0,58
c830,0,83
c831,0,37
c832,0,28
c833,0,26
c834,0,14
c835,0,19
c836,0,58
c837,0,27
c838,0,53
c839,0,60
c840,0,70
c841,0,34
c842,0,32
c843,0,73
c844,0,62
c845,0,27
c846,0,40
c847,0,59
c848,0,90
c849,0,84
c850,0,46
c851,0,60
c852,0,25
c853,0,63
c854,0,35
c855,0,78
c856,0,54
c857,0,75
c858,0,50
c859,0,71
c860,0,49
c861,0,71
c862,0,64
c863,0,73
c864,0,53
c865,0,59
c866,0,69
c867,0,57
c868,0,81
c869,0,44
c870,0,28
c871,0,69
c872,0,53
c873,0,42
c874,0,64
c875,0,76
c876,0,55
c877,0,60
c878,0,56
c879,0,56
c880,0,77
c881,0,52
c882,0,43
c883,0,85
c884,0,66
c885,0,19
c886,0,42
c887,0,38
c888,0,50
c889,0,32
c890,0,72
c891,0,42
c892,0,42
c893,0,66
c894,0,16
c895,0,56
c896,0,48
c897,0,47
c898,0,71
c899,0,46
c900,0,63
c901,0,66
c902,0,28
c903,0,83
c904,0,57
c905,0,52
c906,0,37
c907,0,80
c908,0,43
c909,0,20
c910,0,55
c911,0,25
c912,0,55
c913,0,42
c914,0,50
c915,0,68
c916,0,86
c917,0,46
c918,0,63
c919,0,69
c920,0,76
c921,0,59
c922,0,17
c923,0,80
c924,0,48
c925,0,73
c926,0,51
c927,0,45
c928,0,47
c929,0,25
c930,0,53
c931,0,72
c932,0,31
c933,0,69
c934,0,83
c935,0,11
c936,0,77
c937,0,48
c938,0,48
c939,0,53
c940,0,32
c941,0,48
c942,0,51
c943,0,52
c944,0,49
c945,0,37
c946,0,19
c947,0,53
c948,0,33
c949,0,68
c950,0,36
c951,0,67
c952,0,39
c953,0,74
c954,0,42
c955,0,27
c956,0,18
c957,0,45
c958,0,18
c959,0,50
c960,0,82
c961,0,47
c962,0,49
c963,0,61
c964,0,43
c965,0,58
c966,0,57
c967,0,70
c968,0,61
c969,0,82
c970,0,41
c971,0,78
c972,0,49
c973,0,40
c974,0,28
c975,0,8
c976,0,69
c977,0,76
c978,0,57
c979,0,40
c980,0,75
c981,0,58
c982,0,39
c983,0,39
c984,0,56
c985,0,54
c986,0,40
c987,0,56
c988,0,48
c989,0,59
c990,0,56
c991,0,74
c992,0,53
c993,0,10
c994,0,38
c995,0,58
c996,0,41
c997,0,53
c998,0,34
c999,0,43
c1000,0,65
c1001,0,44
c1002,0,34
c1003,0,51
c1004,0,55
c1005,0,8
c1006,0,40
c1007,0,44
c1008,0,29
c1009,0,45
c1010,0,87
c1011,0,8
c1012,0,60
c1013,0,42
c1014,0,46
c1015,0,56
c1016,0,81
c1017,0,35
c1018,0,53
c1019,0,66
c1020,0,50
c1021,0,46
c1022,0,59
c1023,0,53
c1024,0,53
c1025,0,46
c1026,0,76
c1027,0,75
c1028,0,37
c1029,0,52
c1030,0,39
c1031,0,57
c1032,0,21
c1033,0,47
c1034,0,62
c1035,0,62
c1036,0,63
c1037,0,41
c1038,0,49
c1039,0,40
c1040,0,47
c1041,0,78
c1042,0,72
c1043,0,28
c1044,0,40
c1045,0,69
c1046,0,24
c1047,0,71
c1048,0,55
c1049,0,54
c1050,0,60
c1051,0,42
c1052,0,52
c1053,0,60
c1054,0,32
c1055,0,75
c1056,0,59
c1057,0,40
c1058,0,42
c1059,0,63
c1060,0,34
c1061,0,81
c1062,0,41
c1063,0,35
c1064,0,87
c1065,0,64
c1066,0,53
c1067,0,74
c1068,0,52
c1069,0,41
c1070,0,49
c1071,0,31
c1072,0,49
c1073,0,79
c1074,0,30
c1075,0,38
c1076,0,69
c1077,0,87
c1078,0,43
c1079,0,63
c1080,0,70
c1081,0,52
c1082,0,63
c1083,0,32
c1084,0,49
c1085,0,62
c1086,0,76
c1087,0,35
c1088,0,57
c1089,0,36
c1090,0,61
c1091,0,54
c1092,0,33
c1093,0,48
c1094,0,30
c1095,0,82
c1096,0,33
c1097,0,42
c1098,0,56
c1099,0,43
c1100,0,26
c1101,0,67
c1102,0,75
c1103,0,45
c1104,0,58
c1105,0,59
c1106,0,51
c1107,0,74
c1108,0,66
c1109,0,81
c1110,0,56
c1111,0,31
c1112,0,33
c1113,0,54
c1114,0,24
c1115,0,35
c1116,0,68
c1117,0,56
c1118,0,52
c1119,0,39
c1120,0,52
c1121,0,27
c1122,0,56
c1123,0,39
c1124,0,76
c1125,0,39
c1126,0,76
c1127,0,81
c1128,0,45
c1129,0,36
c1130,0,52
c1131,0,23
c1132,0,63
c1133,0,14
c1134,0,22
c1135,0,52
c1136,0,44
c1137,0,45
c1138,0,37
c1139,0,32
c1140,0,55
c1141,0,68
c1142,0,51
c1143,0,30
c1144,0,64
c1145,0,54
c1146,0,29
c1147,0,45
c1148,0,63
c1149,0,46
c1150,0,57
c1151,0,88
c1152,0,47
c1153,0,45
c1154,0,38
c1155,0,37
c1156,0,56
c1157,0,70
c1158,0,43
c1159,0,30
c1160,0,38
c1161,0,45
c1162,0,58
c1163,0,46
c1164,0,64
c1165,0,47
c1166,0,52
c1167,0,28
c1168,0,30
c1169,0,51
c1170,0,89
c1171,0,53
c1172,0,7
c1173,0,59
c1174,0,49
c1175,0,60
c1176,0,66
c1177,0,76
c1178,0,42
c1179,0,55
c1180,0,39
c1181,0,39
c1182,0,46
c1183,0,32
c1184,0,53
c1185,0,76
c1186,0,29
c1187,0,39
c1188,0,57
c1189,0,94
c1190,0,46
c1191,0,49
c1192,0,36
c1193,0,38
c1194,0,69
c1195,0,34
c1196,0,52
c1197,0,77
c1198,0,31
c1199,0,76
c1200,0,63
c1201,0,31
c1202,0,9
c1203,0,45
c1204,0,36
c1205,0,50
c1206,0,67
c1207,0,45
c1208,0,48
c1209,0,93
c1210,0,50
c1211,0,19
c1212,0,67
c1213,0,60
c1214,0,59
c1215,0,10
c1216,0,50
c1217,0,71
c1218,0,52
c1219,0,54
c1220,0,78
c1221,0,69
c1222,0,68
c1223,0,51
c1224,0,40
c1225,0,36
c1226,0,41
c1227,0,62
c1228,0,67
c1229,0,37
c1230,0,53
c1231,0,82
c1232,0,40
c1233,0,39
c1234,0,31
c1235,0,57
c1236,0,60
c1237,0,36
c1238,0,42
c1239,0,64
c1240,0,57
c1241,0,42
c1242,0,71
c1243,0,51
c1244,0,36
c1245,0,49
c1246,0,59
c1247,0,62
c1248,0,41
c1249,0,44
c1250,0,28
c1251,0,72
c1252,0,57
c1253,0,49
c1254,0,38
c1255,0,52
c1256,0,49
c1257,0,62
c1258,0,26
c1259,0,35
c1260,0,58
c1261,0,40
c1262,0,37
c1263,0,62
c1264,0,37
c1265,0,36
c1266,0,34
c1267,0,68
c1268,0,63
c1269,0,55
c1270,0,27
c1271,0,41
c1272,0,47
c1273,0,63
c1274,0,41
c1275,0,66
c1276,0,51
c1277,0,42
c1278,0,74
c1279,0,37
c1280,0,69
c1281,0,58
c1282,0,70
c1283,0,56
c1284,0,19
c1285,0,57
c1286,0,31
c1287,0,30
c1288,0,46
c1289,0,38
c1290,0,40
c1291,0,63
c1292,0,32
c1293,0,80
c1294,0,65
c1295,0,65
c1296,0,73
c1297,0,71
c1298,0,44
c1299,0,73
c1300,0,53
c1301,0,14
c1302,0,25
c1303,0,55
c1304,0,60
c1305,0,74
c1306,0,65
c1307,0,68
c1308,0,60
c1309,0,53
c1310,0,39
c1311,0,47
c1312,0,32
c1313,0,57
c1314,0,28
c1315,0,40
c1316,0,36
c1317,0,80
c1318,0,50
c1319,0,24
c1320,0,36
c1321,0,62
c1322,0,24
c1323,0,46
c1324,0,57
c1325,0,65
c1326,0,59
c1327,0,35
c1328,0,48
c1329,0,88
c1330,0,37
c1331,0,12
c1332,0,41
c1333,0,25
c1334,0,46
c1335,0,38
c1336,0,56
c1337,0,67
c1338,0,41
c1339,0,61
c1340,0,47
c1341,0,53
c1342,0,44
c1343,0,57
c1344,0,63
c1345,0,62
c1346,0,64
c1347,0,55
c1348,0,48
c1349,0,56
c1350,0,88
c1351,0,65
c1352,0,52
c1353,0,71
c1354,0,47
c1355,0,41
c1356,0,63
c1357,0,29
c1358,0,36
c1359,0,61
c1360,0,59
c1361,0,25
c1362,0,55
c1363,0,65
c1364,0,37
c1365,0,40
c1366,0,20
c1367,0,33
c1368,0,61
c1369,0,53
c1370,0,32
c1371,0,15
c1372,0,47
c1373,0,69
c1374,0,49
c1375,0,45
c1376,0,28
c1377,0,44
c1378,0,20
c1379,0,40
c1380,0,54
c1381,0,52
c1382,0,22
c1383,0,73
c1384,0,61
c1385,0,17
c1386,0,61
c1387,0,48
c1388,0,31
c1389,0,60
c1390,0,37
c1391,0,64
c1392,0,69
c1393,0,38
c1394,0,51
c1395,0,50
c1396,0,35
c1397,0,67
c1398,0,31
c1399,0,16
c1400,0,57
c1401,0,65
c1402,0,62
c1403,0,26
c1404,0,51
c1405,0,37
c1406,0,28
c1407,0,49
c1408,0,32
c1409,0,54
c1410,0,80
c1411,0,27
c1412,0,26
c1413,0,49
c1414,0,22
c1415,0,60
c1416,0,53
c1417,0,70
c1418,0,33
c1419,0,14
c1420,0,35
c1421,0,22
c1422,0,73
c1423,0,64
c1424,0,55
c1425,0,32
c1426,0,52
c1427,0,84
c1428,0,52
c1429,0,49
c1430,0,56
c1431,0,45
c1432,0,73
c1433,0,26
c1434,0,48
c1435,0,45
c1436,0,80
c1437,0,58
c1438,0,40
c1439,0,58
c1440,0,41
c1441,0,55
c1442,0,49
c1443,0,45
c1444,0,59
c1445,0,43
c1446,0,59
c1447,0,53
c1448,0,58
c1449,0,63
c1450,0,45
c1451,0,39
c1452,0,23
c1453,0,73
c1454,0,50
c1455,0,52
c1456,0,41
c1457,0,37
c1458,0,52
c1459,0,53
c1460,0,44
c1461,0,30
c1462,0,46
c1463,0,85
c1464,0,46
c1465,0,42
c1466,0,38
c1467,0,42
c1468,0,66
c1469,0,47
c1470,0,42
c1471,0,49
c1472,0,53
c1473,0,34
c1474,0,41
c1475,0,21
c1476,0,42
c1477,0,79
c1478,0,34
c1479,0,79
c1480,0,41
c1481,0,52
c1482,0,45
c1483,0,52
c1484,0,82
c1485,0,39
c1486,0,66
c1487,0,56
c1488,0,36
c1489,0,39
c1490,0,30
c1491,0,27
c1492,0,45
c1493,0,61
c1494,0,86
c1495,0,73
c1496,0,47
c1497,0,51
c1498,0,45
c1499,0,72
c1500,0,31
c1501,0,25
c1502,0,53
c1503,0,83
c1504,0,64
c1505,0,69
c1506,0,41
c1507,0,53
c1508,0,40
c1509,0,46
c1510,0,60
c1511,0,41
c1512,0,42
c1513,0,50
c1514,0,45
c1515,0,65
c1516,0,53
c1517,0,73
c1518,0,15
c1519,0,45
c1520,0,53
c1521,0,65
c1522,0,72
c1523,0,13
c1524,0,31
c1525,0,18
c1526,0,77
c1527,0,55
c1528,0,54
c1529,0,56
c1530,0,31
c1531,0,42
c1532,0,35
c1533,0,75
c1534,0,14
c1535,0,18
c1536,0,74
c1537,0,59
c1538,0,48
c1539,0,19
c1540,0,54
c1541,0,73
c1542,0,62
c1543,0,41
c1544,0,25
c1545,0,17
c1546,0,39
c1547,0,44
c1548,0,36
c1549,0,54
c1550,0,62
c1551,0,50
c1552,0,75
c1553,0,51
c1554,0,86
c1555,0,50
c1556,0,45
c1557,0,64
c1558,0,74
c1559,0,35
c1560,0,35
c1561,0,25
c1562,0,35
c1563,0,32
c1564,0,64
c1565,0,72
c1566,0,14
c1567,0,63
c1568,0,59
c1569,0,13
c1570,0,43
c1571,0,47
c1572,0,38
c1573,0,27
c1574,0,61
c1575,0,50
c1576,0,22
c1577,0,70
c1578,0,45
c1579,0,45
c1580,0,43
c1581,0,60
c1582,0,51
c1583,0,61
c1584,0,43
c1585,0,45
c1586,0,43
c1587,0,31
c1588,0,40
c1589,0,57
c1590,0,65
c1591,0,56
c1592,0,31
c1593,0,34
c1594,0,48
c1595,0,52
c1596,0,27
c1597,0,45
c1598,0,39
c1599,0,56
c1600,0,39
c1601,0,44
c1602,0,69
c1603,0,61
c1604,0,64
c1605,0,40
c1606,0,25
c1607,0,38
c1608,0,59
c1609,0,45
c1610,0,35
c1611,0,48
c1612,0,34
c1613,0,27
c1614,0,61
c1615,0,53
c1616,0,24
c1617,0,48
c1618,0,66
c1619,0,71
c1620,0,54
c1621,0,33
c1622,0,59
c1623,0,40
c1624,0,27
c1625,0,55
c1626,0,49
c1627,0,23
c1628,0,41
c1629,0,41
c1630,0,43
c1631,0,18
c1632,0,67
c1633,0,27
c1634,0,48
c1635,0,59
c1636,0,64
c1637,0,50
c1638,0,40
c1639,0,67
c1640,0,58
c1641,0,57
c1642,0,79
c1643,0,67
c1644,0,35
c1645,0,36
c1646,0,49
c1647,0,46
c1648,0,17
c1649,0,53
c1650,0,72
c1651,0,35
c1652,0,41
c1653,0,67
c1654,0,70
c1655,0,57
c1656,0,42
c1657,0,39
c1658,0,37
c1659,0,70
c1660,0,29
c1661,0,44
c1662,0,59
c1663,0,67
c1664,0,61
c1665,0,23
c1666,0,64
c1667,0,43
c1668,0,61
c1669,0,51
c1670,0,50
c1671,0,29
c1672,0,33
c1673,0,32
c1674,0,75
c1675,0,72
c1676,0,71
c1677,0,70
c1678,0,66
c1679,0,42
c1680,0,54
c1681,0,34
c1682,0,58
c1683,0,39
c1684,0,61
c1685,0,31
c1686,0,60
c1687,0,52
c1688,0,52
c1689,0,45
c1690,0,45
c1691,0,62
c1692,0,53
c1693,0,35
c1694,0,59
c1695,0,51
c1696,0,54
c1697,0,75
c1698,0,46
c1699,0,52
c1700,0,70
c1701,0,37
c1702,0,49
c1703,0,42
c1704,0,70
c1705,0,18
c1706,0,71
c1707,0,50
c1708,0,61
c1709,0,39
c1710,0,35
c1711,0,80
c1712,0,49
c1713,0,75
c1714,0,32
c1715,0,32
c1716,0,62
c1717,0,57
c1718,0,59
c1719,0,49
c1720,0,58
c1721,0,43
c1722,0,53
c1723,0,28
c1724,0,74
c1725,0,62
c1726,0,61
c1727,0,41
c1728,0,38
c1729,0,52
c1730,0,43
c1731,0,59
c1732,0,73
c1733,0,64
c1734,0,77
c1735,0,48
c1736,0,45
c1737,0,52
c1738,0,39
c1739,0,65
c1740,0,44
c1741,0,23
c1742,0,61
c1743,0,52
c1744,0,50
c1745,0,57
c1746,0,53
c1747,0,62
c1748,0,46
c1749,0,56
c1750,0,79
c1751,0,24
c1752,0,50
c1753,0,44
c1754,0,58
c1755,0,30
c1756,0,41
c1757,0,41
c1758,0,70
c1759,0,59
c1760,0,36
c1761,0,46
c1762,0,40
c1763,0,67
c1764,0,74
c1765,0,41
c1766,0,44
c1767,0,38
c1768,0,77
c1769,0,27
c1770,0,46
c1771,0,27
c1772,0,38
c1773,0,33
c1774,0,15
c1775,0,53
c1776,0,70
c1777,0,65
c1778,0,45
c1779,0,59
c1780,0,61
c1781,0,43
c1782,0,62
c1783,0,26
c1784,0,61
c1785,0,18
c1786,0,57
c1787,0,32
c1788,0,42
c1789,0,53
c1790,0,56
c1791,0,49
c1792,0,70
c1793,0,49
c1794,0,43
c1795,0,60
c1796,0,9
c1797,0,46
c1798,0,34
c1799,0,57
c1800,0,62
c1801,0,65
c1802,0,52
c1803,0,64
c1804,0,38
c1805,0,60
c1806,0,57
c1807,0,26
c1808,0,56
c1809,0,49
c1810,0,39
c1811,0,59
c1812,0,37
c1813,0,58
c1814,0,54
c1815,0,50
c1816,0,69
c1817,0,31
c1818,0,24
c1819,0,28
c1820,0,48
c1821,0,65
c1822,0,55
c1823,0,22
c1824,0,47
c1825,0,37
c1826,0,14
c1827,0,40
c1828,0,43
c1829,0,15
c1830,0,75
c1831,0,48
c1832,0,73
c1833,0,42
c1834,0,26
c1835,0,29
c1836,0,51
c1837,0,21
c1838,0,59
c1839,0,50
c1840,0,37
c1841,0,25
c1842,0,34
c1843,0,29
c1844,0,61
c1845,0,58
c1846,0,49
c1847,0,36
c1848,0,31
c1849,0,42
c1850,0,39
c1851,0,64
c1852,0,67
c1853,0,40
c1854,0,64
c1855,0,56
c1856,0,63
c1857,0,44
c1858,0,45
c1859,0,21
c1860,0,69
c1861,0,64
c1862,0,53
c1863,0,57
c1864,0,68
c1865,0,67
c1866,0,67
c1867,0,44
c1868,0,76
c1869,0,29
c1870,0,26
c1871,0,43
c1872,0,63
